"truthJudgments"	"truthMean"	"id"	"truthClass"	"truthMedian"	"truthMode"
"[0.0, 0.0, 1.0, 0.0, 0.0]"	"0.2"	"842785241286828032"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.0, 0.0, 0.6666666666]"	"0.19999999997999998"	"842784135416614916"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 0.0, 0.6666666666, 0.3333333333]"	"0.59999999998"	"842782589534572545"	"clickbait"	"0.6666666666"	"1.0"
"[0.6666666666, 0.0, 1.0, 0.0, 1.0]"	"0.53333333332"	"842779062443696134"	"clickbait"	"0.6666666666"	"1.0"
"[0.6666666666, 1.0, 1.0, 1.0, 0.6666666666]"	"0.86666666664"	"842778840086827008"	"clickbait"	"1.0"	"1.0"
"[0.3333333333, 0.6666666666, 0.0, 1.0, 0.6666666666]"	"0.5333333333"	"842775818967404544"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.6666666666, 0.6666666666, 0.3333333333, 0.3333333333]"	"0.39999999995999996"	"842775754404511744"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 0.6666666666, 1.0, 0.6666666666, 1.0]"	"0.86666666664"	"842775034963812352"	"clickbait"	"1.0"	"1.0"
"[1.0, 1.0, 1.0, 1.0, 1.0]"	"1.0"	"842774120660193280"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.0, 0.3333333333, 0.3333333333, 0.0]"	"0.13333333332"	"842772316727721984"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"	"0.13333333332"	"842770777443389441"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.0, 0.3333333333, 0.0, 1.0]"	"0.39999999997999997"	"842766343686537218"	"no-clickbait"	"0.3333333333"	"0.0"
"[1.0, 0.0, 0.3333333333, 0.0, 0.0]"	"0.26666666666"	"842764375228342272"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.6666666666, 0.3333333333, 1.0, 1.0]"	"0.7333333333"	"842761793852375040"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.06666666666"	"842753179527892993"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 1.0, 0.0, 0.3333333333, 0.0]"	"0.33333333332"	"842750899193872388"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 0.6666666666, 1.0, 0.6666666666, 1.0]"	"0.86666666664"	"842749910076309504"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842748612564078592"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.6666666666, 0.0, 0.0, 0.0]"	"0.26666666664"	"842747375034732544"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 1.0, 0.3333333333, 1.0, 1.0]"	"0.79999999998"	"842743842906488833"	"clickbait"	"1.0"	"1.0"
"[0.3333333333, 0.3333333333, 0.3333333333, 0.0, 0.0]"	"0.19999999997999998"	"842742567812976642"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 1.0, 0.0]"	"0.2"	"842741729988087812"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842740317375873024"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842739881507995648"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.6666666666, 1.0, 0.6666666666]"	"0.5333333333"	"842738291925565440"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"	"0.13333333332"	"842738070185218048"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 1.0, 0.0, 0.0]"	"0.2"	"842736400424488960"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.3333333333, 0.3333333333, 0.0, 0.3333333333]"	"0.3333333333"	"842734544541368320"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.3333333333, 0.3333333333, 0.6666666666, 0.0]"	"0.3333333333"	"842733245376675840"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.0, 1.0]"	"0.2"	"842731031547535365"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 1.0, 0.3333333333, 0.0, 0.3333333333]"	"0.33333333332"	"842729801228214272"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 0.6666666666, 1.0, 1.0, 0.3333333333]"	"0.7333333333"	"842728981535244288"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.6666666666, 0.6666666666, 0.6666666666, 1.0, 1.0]"	"0.7999999999599999"	"842723808956088320"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"	"0.06666666666"	"842722300202024961"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 0.0, 0.0, 0.0]"	"0.4"	"842722235286798336"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 1.0, 0.6666666666, 0.0, 0.0]"	"0.39999999997999997"	"842718409695617024"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 1.0, 0.0, 0.0, 0.3333333333]"	"0.33333333332"	"842714941350166529"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.3333333333, 0.3333333333, 0.0, 0.3333333333]"	"0.19999999997999998"	"842713378971893762"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 0.0, 0.3333333333, 1.0, 0.6666666666]"	"0.5333333333"	"842710371278475267"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 0.3333333333, 0.3333333333, 0.0, 0.0]"	"0.33333333332"	"842707853601361920"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.0, 0.0, 0.3333333333, 1.0]"	"0.33333333332"	"842707124023123968"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 0.3333333333, 0.3333333333, 0.0, 0.0]"	"0.33333333332"	"842703747134513153"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 0.3333333333, 1.0, 0.3333333333, 0.0]"	"0.53333333332"	"842700819975823361"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 1.0, 0.6666666666, 1.0, 0.3333333333]"	"0.7333333333"	"842700315057176576"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 1.0, 0.6666666666, 0.6666666666, 0.3333333333]"	"0.5333333333"	"842699798914514944"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 0.3333333333, 0.0, 0.6666666666, 1.0]"	"0.59999999998"	"842695784353206273"	"clickbait"	"0.6666666666"	"1.0"
"[0.0, 0.0, 0.3333333333, 0.3333333333, 0.0]"	"0.13333333332"	"842695476495466496"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.3333333333]"	"0.13333333332"	"842695163336187905"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 1.0, 0.3333333333, 0.6666666666, 0.3333333333]"	"0.59999999996"	"842691989359550464"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"	"0.06666666666"	"842689972540907522"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.3333333333, 0.0, 0.0]"	"0.13333333332"	"842685705365131265"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.6666666666, 0.6666666666, 1.0, 0.3333333333]"	"0.59999999996"	"842682006496595968"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"	"0.33333333332"	"842680661311856641"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 0.6666666666, 0.3333333333, 0.6666666666, 0.3333333333]"	"0.53333333328"	"842678998115258368"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 0.6666666666, 1.0, 0.0, 0.3333333333]"	"0.59999999998"	"842676895133196288"	"clickbait"	"0.6666666666"	"1.0"
"[0.3333333333, 0.0, 0.6666666666, 0.0, 0.3333333333]"	"0.26666666664"	"842673885023735809"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.3333333333, 0.3333333333, 0.6666666666, 0.6666666666]"	"0.46666666661999995"	"842670776029401088"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 1.0, 0.6666666666, 1.0, 0.0]"	"0.73333333332"	"842669840620044295"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.3333333333, 0.0, 0.3333333333, 0.3333333333]"	"0.19999999997999998"	"842666332822953984"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 1.0, 1.0, 0.3333333333]"	"0.46666666666"	"842661793478656000"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 1.0, 0.0, 1.0, 0.0]"	"0.46666666666"	"842659940074438656"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842656829591240704"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"	"0.06666666666"	"842656727925473280"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 1.0, 1.0, 0.3333333333, 1.0]"	"0.73333333332"	"842653499485753344"	"clickbait"	"1.0"	"1.0"
"[0.3333333333, 0.0, 0.3333333333, 0.3333333333, 0.0]"	"0.19999999997999998"	"842651748158361600"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.0, 0.0, 0.0, 0.0]"	"0.06666666666"	"842641692801089536"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.3333333333, 0.3333333333, 0.3333333333]"	"0.26666666664"	"842638405481709568"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.3333333333, 0.3333333333, 0.6666666666, 1.0]"	"0.5333333333"	"842636128146677760"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.6666666666, 0.0, 0.3333333333, 0.6666666666]"	"0.3333333333"	"842631842507427840"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 0.0, 1.0, 0.6666666666, 0.6666666666]"	"0.5333333333"	"842628583231307777"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 1.0, 0.3333333333, 0.0, 0.0]"	"0.26666666666"	"842625441055703040"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 1.0, 0.3333333333, 0.3333333333]"	"0.39999999997999997"	"842621781710192640"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.6666666666, 0.6666666666, 1.0, 0.0]"	"0.5333333333"	"842619030309666816"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 1.0, 0.6666666666, 1.0, 1.0]"	"0.93333333332"	"842619026090135552"	"clickbait"	"1.0"	"1.0"
"[0.0, 1.0, 0.6666666666, 0.0, 0.0]"	"0.33333333332"	"842608340433686531"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.6666666666, 1.0]"	"0.33333333332"	"842599640541286401"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 1.0, 0.0, 0.6666666666]"	"0.33333333332"	"842594615299465216"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 1.0, 1.0, 0.3333333333, 0.0]"	"0.59999999998"	"842590805575589888"	"clickbait"	"0.6666666666"	"1.0"
"[0.0, 0.6666666666, 0.0, 0.0, 0.3333333333]"	"0.19999999997999998"	"842587058312957952"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.3333333333, 0.0, 0.3333333333, 0.0]"	"0.19999999997999998"	"842585031121936384"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"	"0.06666666666"	"842581883129012224"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.3333333333, 1.0, 0.3333333333, 0.6666666666]"	"0.5333333333"	"842581271251505152"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.0, 0.6666666666, 0.0, 1.0]"	"0.39999999997999997"	"842579509937430528"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 0.6666666666, 0.0, 0.0, 0.0]"	"0.19999999997999998"	"842576465887617024"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.0, 0.3333333333, 0.0]"	"0.13333333332"	"842574152234090497"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 1.0, 0.0, 0.3333333333, 0.0]"	"0.26666666666"	"842572908962746368"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.06666666666"	"842572362159669248"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.3333333333, 0.0]"	"0.13333333332"	"842561633574641665"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.0, 0.6666666666, 0.0]"	"0.26666666664"	"842556162314768384"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842544794215813120"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 0.0, 0.0, 1.0]"	"0.6"	"842540575572316160"	"clickbait"	"1.0"	"1.0"
"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"	"0.13333333332"	"842531090594054144"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.0, 0.0, 0.3333333333, 0.3333333333]"	"0.33333333332"	"842529796097753088"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"	"0.13333333332"	"842527219989843968"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842523635696975872"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.3333333333, 0.0, 0.0, 1.0]"	"0.46666666666"	"842520865300533248"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.0, 0.6666666666, 0.0, 0.3333333333]"	"0.19999999997999998"	"842516080543318016"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.3333333333, 0.0, 0.0]"	"0.13333333332"	"842514139624984577"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.6666666666, 0.0, 0.0, 0.6666666666]"	"0.39999999995999996"	"842507667004383232"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.3333333333, 0.3333333333, 0.0, 0.0]"	"0.13333333332"	"842500980889571328"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.3333333333, 0.0]"	"0.13333333332"	"842499983198838784"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 1.0, 0.0, 0.0, 0.0]"	"0.2"	"842499198843047938"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.6666666666, 0.0]"	"0.13333333332"	"842498845565210624"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"	"0.06666666666"	"842498001574813701"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.6666666666, 0.0, 0.3333333333]"	"0.19999999997999998"	"842495530458660864"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.3333333333, 1.0, 0.3333333333]"	"0.39999999997999997"	"842495207497220096"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.6666666666, 0.0, 0.0, 0.3333333333]"	"0.26666666664"	"842494897030660100"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.3333333333, 0.3333333333, 0.0, 0.6666666666]"	"0.26666666664"	"842490667309944833"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.3333333333, 0.0, 0.6666666666, 0.0]"	"0.19999999997999998"	"842489655375380481"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.0, 0.6666666666, 0.0, 0.6666666666]"	"0.39999999995999996"	"842488144155070464"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.3333333333, 0.0, 0.0, 0.3333333333, 0.0]"	"0.13333333332"	"842484124627668992"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"	"0.06666666666"	"842483121647992833"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.3333333333, 0.6666666666, 0.6666666666, 0.6666666666]"	"0.53333333328"	"842480607863226368"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.6666666666, 0.3333333333, 0.0, 0.0, 0.0]"	"0.19999999997999998"	"842479213361971201"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 1.0, 0.3333333333, 1.0, 1.0]"	"0.79999999998"	"842474475224485888"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.0, 0.0, 0.3333333333, 0.6666666666]"	"0.19999999997999998"	"842470491927457792"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.6666666666, 0.3333333333, 0.0, 0.6666666666]"	"0.5333333333"	"842467271482200065"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 1.0, 0.0, 0.3333333333, 0.3333333333]"	"0.53333333332"	"842465494468722689"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 0.0, 0.6666666666, 0.6666666666, 1.0]"	"0.66666666664"	"842465276532740096"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 0.3333333333, 1.0, 0.6666666666, 0.6666666666]"	"0.7333333333"	"842463732148125696"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.0, 0.0, 1.0, 0.6666666666]"	"0.33333333332"	"842460649544404996"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.3333333333, 1.0, 1.0, 0.0]"	"0.53333333332"	"842455685019369472"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.0, 1.0]"	"0.2"	"842452207127691264"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.3333333333, 0.3333333333, 1.0, 0.6666666666]"	"0.66666666664"	"842450917244993536"	"clickbait"	"0.6666666666"	"1.0"
"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"	"0.06666666666"	"842449079217098752"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.6666666666]"	"0.13333333332"	"842447455065116674"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.06666666666"	"842446675306266624"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842442753241972736"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.0, 0.3333333333, 0.6666666666, 0.0]"	"0.3333333333"	"842436557948768256"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.0, 0.0, 1.0, 0.3333333333]"	"0.26666666666"	"842435320180273152"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 1.0, 0.6666666666, 0.3333333333, 0.0]"	"0.39999999997999997"	"842432800502493184"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842431523949281281"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842425261199093760"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"	"0.13333333332"	"842422936061521920"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.3333333333, 0.0, 0.6666666666]"	"0.19999999997999998"	"842422756474011649"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 1.0, 0.0, 0.3333333333]"	"0.26666666666"	"842422232563515392"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 1.0, 1.0, 0.6666666666, 0.6666666666]"	"0.7999999999599999"	"842421059727036417"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.3333333333, 0.3333333333, 1.0, 0.6666666666, 1.0]"	"0.66666666664"	"842416192866390016"	"clickbait"	"0.6666666666"	"1.0"
"[0.3333333333, 0.0, 0.3333333333, 0.0, 0.0]"	"0.13333333332"	"842413909860614144"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.0, 0.0, 0.3333333333]"	"0.19999999997999998"	"842410748991176705"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.06666666666"	"842407625056763913"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.6666666666, 0.0, 1.0, 1.0]"	"0.66666666664"	"842407466914742272"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.3333333333, 0.3333333333, 0.3333333333, 0.3333333333, 0.0]"	"0.26666666664"	"842406869868130314"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.3333333333, 0.0, 0.3333333333, 1.0]"	"0.33333333332"	"842404550262837249"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.0, 0.3333333333, 0.0, 0.0]"	"0.13333333332"	"842402613614252032"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.3333333333, 0.3333333333, 0.0]"	"0.19999999997999998"	"842401583639994368"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.3333333333, 0.0, 1.0]"	"0.26666666666"	"842400366729793537"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.6666666666, 0.3333333333, 0.0]"	"0.19999999997999998"	"842397622946136064"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.6666666666, 0.3333333333, 0.3333333333]"	"0.26666666664"	"842397251171450880"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 0.6666666666, 0.3333333333, 0.6666666666, 1.0]"	"0.66666666662"	"842395430046568449"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.3333333333, 0.0, 0.0, 0.3333333333]"	"0.13333333332"	"842394681577222144"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842393832998215680"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 1.0, 0.6666666666, 0.3333333333, 0.3333333333]"	"0.46666666664"	"842392560924536837"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.3333333333, 0.6666666666, 0.0]"	"0.19999999997999998"	"842387204508942336"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.3333333333, 0.6666666666, 0.3333333333]"	"0.39999999995999996"	"842386993032114177"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"	"0.06666666666"	"842385932368134145"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 1.0, 0.0, 0.0]"	"0.26666666666"	"842384969838264325"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.3333333333, 0.6666666666]"	"0.26666666664"	"842382538991632386"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 1.0, 1.0, 1.0, 1.0]"	"0.86666666666"	"842382533182513152"	"clickbait"	"1.0"	"1.0"
"[0.6666666666, 0.3333333333, 0.3333333333, 0.3333333333, 0.3333333333]"	"0.39999999995999996"	"842380890609221632"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842379394811326465"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.3333333333]"	"0.13333333332"	"842377440638955521"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.3333333333, 0.6666666666, 1.0]"	"0.46666666664"	"842374977802391553"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.3333333333, 0.0, 0.0, 0.3333333333]"	"0.13333333332"	"842369797706911744"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 1.0, 1.0, 1.0]"	"1.0"	"842368251644542978"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.6666666666, 0.6666666666, 1.0, 0.3333333333]"	"0.5333333333"	"842366962386759681"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 1.0, 0.0, 0.0, 0.0]"	"0.2"	"842366758468124672"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.6666666666, 1.0, 1.0, 1.0]"	"0.93333333332"	"842366226949132288"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"	"0.06666666666"	"842366222511554560"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842365856243941376"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"	"0.06666666666"	"842364207832174592"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"	"0.06666666666"	"842361634756673536"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"842361129439510536"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.6666666666, 1.0, 0.6666666666, 0.6666666666]"	"0.7333333332799999"	"842360582309330944"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.3333333333, 0.0, 0.3333333333, 0.0, 0.6666666666]"	"0.26666666664"	"842354768534228993"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 1.0, 0.6666666666, 0.0, 0.0]"	"0.33333333332"	"842354116647096320"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"	"0.13333333332"	"842351421534101504"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"	"0.06666666666"	"842350131114586113"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.6666666666, 0.0]"	"0.13333333332"	"842349585259466754"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.0, 0.6666666666, 0.0, 0.6666666666]"	"0.46666666664"	"842344750804008960"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"	"0.13333333332"	"842344711117541376"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.6666666666, 0.3333333333, 0.0]"	"0.19999999997999998"	"842344063806394368"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"	"0.06666666666"	"842342207927513088"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 1.0, 0.0]"	"0.2"	"842337907369230337"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"	"0.06666666666"	"842335578842583041"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.3333333333, 0.0, 0.0]"	"0.13333333332"	"842334653952462848"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.6666666666, 1.0, 1.0, 0.3333333333]"	"0.66666666664"	"842332114150400001"	"clickbait"	"0.6666666666"	"1.0"
